Sample	BioProject	BioSample	Accesion number	Partner	Industry_code	Industry_type	Surface	Room	Total_reads	Contigs	MAGs
AlvarezOrdonezA_xxxx__Q02-01	PRJNA997821	SAMN36691438	SRR25400136	ULE	Q02	Cheese_Dairy	Non_food_contact	Processing	54267311	92779	17
AlvarezOrdonezA_xxxx__Q02-05	PRJNA997821	SAMN36691439	SRR25399992	ULE	Q02	Cheese_Dairy	Non_food_contact	Ripening	65167271	66954	33
AlvarezOrdonezA_xxxx__Q02-06	PRJNA997821	SAMN36691192	SRR25399897	ULE	Q02	Cheese_Dairy	Food_contact	Ripening	56086027	46602	3
AlvarezOrdonezA_xxxx__Q02-09	PRJNA997821	SAMN36691440	SRR25399989	ULE	Q02	Cheese_Dairy	Non_food_contact	Packing	64002033	52269	15
AlvarezOrdonezA_xxxx__Q02-10	PRJNA997821	SAMN36691193	SRR25399896	ULE	Q02	Cheese_Dairy	Food_contact	Packing	63449482	77743	22
AlvarezOrdonezA_xxxx__Q02-11	PRJNA997821	SAMN36691194	SRR25399895	ULE	Q02	Cheese_Dairy	Food_contact	Processing	66637664	32251	12
AlvarezOrdonezA_xxxx__Q02-12	PRJNA997821	SAMN36691195	SRR25399914	ULE	Q02	Cheese_Dairy	Food_contact	Processing	64873947	60186	13
AlvarezOrdonezA_xxxx__Q02-13	PRJNA997821	SAMN36691196	SRR25399913	ULE	Q02	Cheese_Dairy	Food_contact	Processing	57715404	27829	10
AlvarezOrdonezA_xxxx__Q02-20	PRJNA997801	SAMN36689968	SRR25395506	ULE	Q02	Cheese_Dairy	Raw_materials	Raw_material	64133212	219122	0
AlvarezOrdonezA_xxxx__Q02-21	PRJNA997801	SAMN36689969	SRR25395505	ULE	Q02	Cheese_Dairy	Raw_materials	Raw_material	56080423	4264	4
AlvarezOrdonezA_xxxx__Q02-23	PRJNA997801	SAMN36690182	SRR25395177	ULE	Q02	Cheese_Dairy	Before_ripening	Final_product	63573080	35783	7
AlvarezOrdonezA_xxxx__Q02-24	PRJNA997801	SAMN36690183	SRR25395175	ULE	Q02	Cheese_Dairy	Before_ripening	Final_product	52103211	33235	5
AlvarezOrdonezA_xxxx__Q02-25	PRJNA997801	SAMN36690184	SRR25395174	ULE	Q02	Cheese_Dairy	Before_ripening	Final_product	53841089	30069	5
AlvarezOrdonezA_xxxx__Q02-26	PRJNA997801	SAMN36690185	SRR25395173	ULE	Q02	Cheese_Dairy	Before_ripening	Final_product	54233531	46075	5
AlvarezOrdonezA_xxxx__Q02-27	PRJNA997801	SAMN36690499	SRR25395337	ULE	Q02	Cheese_Dairy	Final_product	Final_product	66758774	28053	8
AlvarezOrdonezA_xxxx__Q02-28	PRJNA997801	SAMN36690500	SRR25395336	ULE	Q02	Cheese_Dairy	Final_product	Final_product	50290551	24360	10
AlvarezOrdonezA_xxxx__Q02-29	PRJNA997801	SAMN36690501	SRR25395335	ULE	Q02	Cheese_Dairy	Final_product	Final_product	52449523	37442	7
AlvarezOrdonezA_xxxx__Q02-30	PRJNA997801	SAMN36690502	SRR25395334	ULE	Q02	Cheese_Dairy	Final_product	Final_product	62843017	36095	9
AlvarezOrdonezA_xxxx__Q03-01	PRJNA997821	SAMN36691441	SRR25399988	ULE	Q03	Cheese_Dairy	Non_food_contact	Processing	68891168	53690	8
AlvarezOrdonezA_xxxx__Q03-05	PRJNA997821	SAMN36691442	SRR25399987	ULE	Q03	Cheese_Dairy	Non_food_contact	Ripening	59070693	38664	12
AlvarezOrdonezA_xxxx__Q03-06	PRJNA997821	SAMN36691197	SRR25399912	ULE	Q03	Cheese_Dairy	Food_contact	Ripening	67903657	37866	4
AlvarezOrdonezA_xxxx__Q03-09	PRJNA997821	SAMN36691443	SRR25399986	ULE	Q03	Cheese_Dairy	Non_food_contact	Packing	55897274	49801	7
AlvarezOrdonezA_xxxx__Q03-10	PRJNA997821	SAMN36691198	SRR25399911	ULE	Q03	Cheese_Dairy	Food_contact	Packing	55539274	31790	6
AlvarezOrdonezA_xxxx__Q03-11	PRJNA997821	SAMN36691199	SRR25399910	ULE	Q03	Cheese_Dairy	Food_contact	Processing	64765282	59670	28
AlvarezOrdonezA_xxxx__Q03-12	PRJNA997821	SAMN36691200	SRR25399909	ULE	Q03	Cheese_Dairy	Food_contact	Processing	54788849	8634	7
AlvarezOrdonezA_xxxx__Q03-13	PRJNA997821	SAMN36691201	SRR25399908	ULE	Q03	Cheese_Dairy	Food_contact	Processing	67705921	10959	8
AlvarezOrdonezA_xxxx__Q03-20	PRJNA997801	SAMN36689970	SRR25395504	ULE	Q03	Cheese_Dairy	Raw_materials	Raw_material	48195400	38614	1
AlvarezOrdonezA_xxxx__Q03-21	PRJNA997801	SAMN36689971	SRR25395503	ULE	Q03	Cheese_Dairy	Raw_materials	Raw_material	63564240	16781	5
AlvarezOrdonezA_xxxx__Q03-22	PRJNA997801	SAMN36689972	SRR25395502	ULE	Q03	Cheese_Dairy	Raw_materials	Raw_material	66663526	1104	1
AlvarezOrdonezA_xxxx__Q03-23	PRJNA997801	SAMN36690186	SRR25395172	ULE	Q03	Cheese_Dairy	Before_ripening	Final_product	60740236	3011	3
AlvarezOrdonezA_xxxx__Q03-24	PRJNA997801	SAMN36690187	SRR25395170	ULE	Q03	Cheese_Dairy	Before_ripening	Final_product	50872474	2490	2
AlvarezOrdonezA_xxxx__Q03-25	PRJNA997801	SAMN36690188	SRR25395430	ULE	Q03	Cheese_Dairy	Before_ripening	Final_product	54127438	2569	2
AlvarezOrdonezA_xxxx__Q03-26	PRJNA997801	SAMN36690189	SRR25395429	ULE	Q03	Cheese_Dairy	Before_ripening	Final_product	50352012	2959	4
AlvarezOrdonezA_xxxx__Q03-27	PRJNA997801	SAMN36690503	SRR25395332	ULE	Q03	Cheese_Dairy	Final_product	Final_product	64221725	9338	6
AlvarezOrdonezA_xxxx__Q03-28	PRJNA997801	SAMN36690504	SRR25395331	ULE	Q03	Cheese_Dairy	Final_product	Final_product	50684008	9341	7
AlvarezOrdonezA_xxxx__Q03-29	PRJNA997801	SAMN36690505	SRR25395330	ULE	Q03	Cheese_Dairy	Final_product	Final_product	68553267	22701	2
AlvarezOrdonezA_xxxx__Q03-30	PRJNA997801	SAMN36690506	SRR25395329	ULE	Q03	Cheese_Dairy	Final_product	Final_product	53759884	27303	5
AlvarezOrdonezA_xxxx__Q04-01	PRJNA997821	SAMN36691444	SRR25399985	ULE	Q04	Cheese_Dairy	Non_food_contact	Processing	65779751	43733	13
AlvarezOrdonezA_xxxx__Q04-05	PRJNA997821	SAMN36691445	SRR25399983	ULE	Q04	Cheese_Dairy	Non_food_contact	Ripening	63445208	39827	6
AlvarezOrdonezA_xxxx__Q04-06	PRJNA997821	SAMN36691202	SRR25399907	ULE	Q04	Cheese_Dairy	Food_contact	Ripening	62910964	37589	7
AlvarezOrdonezA_xxxx__Q04-09	PRJNA997821	SAMN36691446	SRR25399982	ULE	Q04	Cheese_Dairy	Non_food_contact	Packing	57718322	29266	9
AlvarezOrdonezA_xxxx__Q04-10	PRJNA997821	SAMN36691203	SRR25399906	ULE	Q04	Cheese_Dairy	Food_contact	Packing	54662488	45524	9
AlvarezOrdonezA_xxxx__Q04-13	PRJNA997821	SAMN36691204	SRR25399905	ULE	Q04	Cheese_Dairy	Food_contact	Processing	60379931	80441	21
AlvarezOrdonezA_xxxx__Q04-20	PRJNA997801	SAMN36689973	SRR25395500	ULE	Q04	Cheese_Dairy	Raw_materials	Raw_material	54607669	47202	4
AlvarezOrdonezA_xxxx__Q04-21	PRJNA997801	SAMN36689974	SRR25395499	ULE	Q04	Cheese_Dairy	Raw_materials	Raw_material	62647232	26767	7
AlvarezOrdonezA_xxxx__Q04-22	PRJNA997801	SAMN36689975	SRR25395498	ULE	Q04	Cheese_Dairy	Raw_materials	Raw_material	64530376	2976	0
AlvarezOrdonezA_xxxx__Q04-23	PRJNA997801	SAMN36690190	SRR25395428	ULE	Q04	Cheese_Dairy	Before_ripening	Final_product	55944329	13135	2
AlvarezOrdonezA_xxxx__Q04-24	PRJNA997801	SAMN36690191	SRR25395427	ULE	Q04	Cheese_Dairy	Before_ripening	Final_product	51539402	12453	5
AlvarezOrdonezA_xxxx__Q04-25	PRJNA997801	SAMN36690192	SRR25395426	ULE	Q04	Cheese_Dairy	Before_ripening	Final_product	64950525	18016	7
AlvarezOrdonezA_xxxx__Q04-26	PRJNA997801	SAMN36690193	SRR25395424	ULE	Q04	Cheese_Dairy	Before_ripening	Final_product	60907446	16908	5
AlvarezOrdonezA_xxxx__Q04-27	PRJNA997801	SAMN36690507	SRR25395328	ULE	Q04	Cheese_Dairy	Final_product	Final_product	57904054	17933	8
AlvarezOrdonezA_xxxx__Q04-28	PRJNA997801	SAMN36690508	SRR25395327	ULE	Q04	Cheese_Dairy	Final_product	Final_product	64689221	23449	6
AlvarezOrdonezA_xxxx__Q04-29	PRJNA997801	SAMN36690509	SRR25395326	ULE	Q04	Cheese_Dairy	Final_product	Final_product	66978979	15084	5
AlvarezOrdonezA_xxxx__Q04-30	PRJNA997801	SAMN36690510	SRR25395325	ULE	Q04	Cheese_Dairy	Final_product	Final_product	50528627	26414	8
AlvarezOrdonezA_xxxx__Q05-01	PRJNA997821	SAMN36691447	SRR25399981	ULE	Q05	Cheese_Dairy	Non_food_contact	Processing	63884581	99922	19
AlvarezOrdonezA_xxxx__Q05-05	PRJNA997821	SAMN36691448	SRR25399980	ULE	Q05	Cheese_Dairy	Non_food_contact	Ripening	59417523	129414	28
AlvarezOrdonezA_xxxx__Q05-06	PRJNA997821	SAMN36691205	SRR25399903	ULE	Q05	Cheese_Dairy	Food_contact	Ripening	51320531	50139	3
AlvarezOrdonezA_xxxx__Q05-09	PRJNA997821	SAMN36691449	SRR25399978	ULE	Q05	Cheese_Dairy	Non_food_contact	Packing	64550309	79263	4
AlvarezOrdonezA_xxxx__Q05-10	PRJNA997821	SAMN36691206	SRR25399902	ULE	Q05	Cheese_Dairy	Food_contact	Packing	51888365	44995	10
AlvarezOrdonezA_xxxx__Q05-11	PRJNA997821	SAMN36691207	SRR25399901	ULE	Q05	Cheese_Dairy	Food_contact	Processing	58030999	48828	15
AlvarezOrdonezA_xxxx__Q05-13	PRJNA997821	SAMN36691208	SRR25399900	ULE	Q05	Cheese_Dairy	Food_contact	Processing	68245498	149796	6
AlvarezOrdonezA_xxxx__Q05-20	PRJNA997801	SAMN36689976	SRR25395497	ULE	Q05	Cheese_Dairy	Raw_materials	Raw_material	46645050	123295	0
AlvarezOrdonezA_xxxx__Q05-21	PRJNA997801	SAMN36689977	SRR25395496	ULE	Q05	Cheese_Dairy	Raw_materials	Raw_material	67638183	13844	4
AlvarezOrdonezA_xxxx__Q05-22	PRJNA997801	SAMN36689978	SRR25395495	ULE	Q05	Cheese_Dairy	Raw_materials	Raw_material	58788784	4776	7
AlvarezOrdonezA_xxxx__Q05-23	PRJNA997801	SAMN36690194	SRR25395423	ULE	Q05	Cheese_Dairy	Before_ripening	Final_product	57259157	3347	3
AlvarezOrdonezA_xxxx__Q05-24	PRJNA997801	SAMN36690195	SRR25395422	ULE	Q05	Cheese_Dairy	Before_ripening	Final_product	60272239	2445	3
AlvarezOrdonezA_xxxx__Q05-25	PRJNA997801	SAMN36690196	SRR25395421	ULE	Q05	Cheese_Dairy	Before_ripening	Final_product	55455811	6993	2
AlvarezOrdonezA_xxxx__Q05-26	PRJNA997801	SAMN36690197	SRR25395420	ULE	Q05	Cheese_Dairy	Before_ripening	Final_product	54864690	4742	4
AlvarezOrdonezA_xxxx__Q05-27	PRJNA997801	SAMN36690511	SRR25395324	ULE	Q05	Cheese_Dairy	Final_product	Final_product	57909026	5303	6
AlvarezOrdonezA_xxxx__Q05-28	PRJNA997801	SAMN36690512	SRR25395323	ULE	Q05	Cheese_Dairy	Final_product	Final_product	49733434	4217	5
AlvarezOrdonezA_xxxx__Q05-29	PRJNA997801	SAMN36690513	SRR25395321	ULE	Q05	Cheese_Dairy	Final_product	Final_product	51834555	3674	2
AlvarezOrdonezA_xxxx__Q05-30	PRJNA997801	SAMN36690514	SRR25395320	ULE	Q05	Cheese_Dairy	Final_product	Final_product	65688955	4387	3
AlvarezOrdonezA_xxxx__Q06-01	PRJNA997821	SAMN36691450	SRR25399977	ULE	Q06	Cheese_Dairy	Non_food_contact	Processing	66762674	57120	24
AlvarezOrdonezA_xxxx__Q06-05	PRJNA997821	SAMN36691451	SRR25399976	ULE	Q06	Cheese_Dairy	Non_food_contact	Ripening	49301310	69146	17
AlvarezOrdonezA_xxxx__Q06-06	PRJNA997821	SAMN36691209	SRR25399899	ULE	Q06	Cheese_Dairy	Food_contact	Ripening	62756201	88689	6
AlvarezOrdonezA_xxxx__Q06-09	PRJNA997821	SAMN36691452	SRR25399975	ULE	Q06	Cheese_Dairy	Non_food_contact	Packing	56238934	107832	11
AlvarezOrdonezA_xxxx__Q06-10	PRJNA997821	SAMN36691210	SRR25399898	ULE	Q06	Cheese_Dairy	Food_contact	Packing	56295433	55903	9
AlvarezOrdonezA_xxxx__Q06-11	PRJNA997821	SAMN36691211	SRR25399894	ULE	Q06	Cheese_Dairy	Food_contact	Processing	59884100	47238	3
AlvarezOrdonezA_xxxx__Q06-13	PRJNA997821	SAMN36691212	SRR25400007	ULE	Q06	Cheese_Dairy	Food_contact	Processing	59762863	61977	6
AlvarezOrdonezA_xxxx__Q06-20	PRJNA997801	SAMN36689979	SRR25395494	ULE	Q06	Cheese_Dairy	Raw_materials	Raw_material	45652843	112865	0
AlvarezOrdonezA_xxxx__Q06-21	PRJNA997801	SAMN36689980	SRR25395493	ULE	Q06	Cheese_Dairy	Raw_materials	Raw_material	64759603	146802	3
AlvarezOrdonezA_xxxx__Q06-22	PRJNA997801	SAMN36689981	SRR25395492	ULE	Q06	Cheese_Dairy	Raw_materials	Raw_material	66704129	1946	4
AlvarezOrdonezA_xxxx__Q06-23	PRJNA997801	SAMN36690198	SRR25395419	ULE	Q06	Cheese_Dairy	Before_ripening	Final_product	50780712	4517	4
AlvarezOrdonezA_xxxx__Q06-24	PRJNA997801	SAMN36690199	SRR25395418	ULE	Q06	Cheese_Dairy	Before_ripening	Final_product	61771843	19533	4
AlvarezOrdonezA_xxxx__Q06-25	PRJNA997801	SAMN36690200	SRR25395417	ULE	Q06	Cheese_Dairy	Before_ripening	Final_product	63476984	7472	5
AlvarezOrdonezA_xxxx__Q06-26	PRJNA997801	SAMN36690201	SRR25395416	ULE	Q06	Cheese_Dairy	Before_ripening	Final_product	56518489	7445	4
AlvarezOrdonezA_xxxx__Q06-27	PRJNA997801	SAMN36690515	SRR25394976	ULE	Q06	Cheese_Dairy	Final_product	Final_product	54517671	6290	5
AlvarezOrdonezA_xxxx__Q06-28	PRJNA997801	SAMN36690516	SRR25394975	ULE	Q06	Cheese_Dairy	Final_product	Final_product	55405151	7252	9
AlvarezOrdonezA_xxxx__Q06-29	PRJNA997801	SAMN36690517	SRR25394974	ULE	Q06	Cheese_Dairy	Final_product	Final_product	53559070	17152	3
AlvarezOrdonezA_xxxx__Q06-30	PRJNA997801	SAMN36690518	SRR25394973	ULE	Q06	Cheese_Dairy	Final_product	Final_product	67156298	56547	5
AlvarezOrdonezA_xxxx__Q07-01	PRJNA997821	SAMN36691453	SRR25399974	ULE	Q07	Cheese_Dairy	Non_food_contact	Processing	64805745	108730	25
AlvarezOrdonezA_xxxx__Q07-05	PRJNA997821	SAMN36691454	SRR25399999	ULE	Q07	Cheese_Dairy	Non_food_contact	Ripening	59783589	57069	8
AlvarezOrdonezA_xxxx__Q07-06	PRJNA997821	SAMN36691213	SRR25400006	ULE	Q07	Cheese_Dairy	Food_contact	Ripening	62882942	43442	11
AlvarezOrdonezA_xxxx__Q07-09	PRJNA997821	SAMN36691455	SRR25399971	ULE	Q07	Cheese_Dairy	Non_food_contact	Packing	63822514	66295	5
AlvarezOrdonezA_xxxx__Q07-10	PRJNA997821	SAMN36691214	SRR25399893	ULE	Q07	Cheese_Dairy	Food_contact	Packing	66958948	39985	8
AlvarezOrdonezA_xxxx__Q07-11	PRJNA997821	SAMN36691215	SRR25400025	ULE	Q07	Cheese_Dairy	Food_contact	Processing	57948883	48678	17
AlvarezOrdonezA_xxxx__Q07-13	PRJNA997821	SAMN36691216	SRR25400024	ULE	Q07	Cheese_Dairy	Food_contact	Processing	63555627	93891	22
AlvarezOrdonezA_xxxx__Q07-20	PRJNA997801	SAMN36689982	SRR25395491	ULE	Q07	Cheese_Dairy	Raw_materials	Raw_material	59134691	18503	6
AlvarezOrdonezA_xxxx__Q07-21	PRJNA997801	SAMN36689983	SRR25395489	ULE	Q07	Cheese_Dairy	Raw_materials	Raw_material	52187846	6889	4
AlvarezOrdonezA_xxxx__Q07-22	PRJNA997801	SAMN36689984	SRR25395488	ULE	Q07	Cheese_Dairy	Raw_materials	Raw_material	54101989	16060	17
AlvarezOrdonezA_xxxx__Q07-23	PRJNA997801	SAMN36690202	SRR25395415	ULE	Q07	Cheese_Dairy	Before_ripening	Final_product	53397890	3302	3
AlvarezOrdonezA_xxxx__Q07-24	PRJNA997801	SAMN36690203	SRR25395413	ULE	Q07	Cheese_Dairy	Before_ripening	Final_product	54434799	2927	3
AlvarezOrdonezA_xxxx__Q07-25	PRJNA997801	SAMN36690204	SRR25395412	ULE	Q07	Cheese_Dairy	Before_ripening	Final_product	59600507	8276	3
AlvarezOrdonezA_xxxx__Q07-26	PRJNA997801	SAMN36690205	SRR25395411	ULE	Q07	Cheese_Dairy	Before_ripening	Final_product	53135721	8694	3
AlvarezOrdonezA_xxxx__Q07-27	PRJNA997801	SAMN36690519	SRR25394972	ULE	Q07	Cheese_Dairy	Final_product	Final_product	50437367	5081	8
AlvarezOrdonezA_xxxx__Q07-28	PRJNA997801	SAMN36690520	SRR25394971	ULE	Q07	Cheese_Dairy	Final_product	Final_product	46771356	5401	7
AlvarezOrdonezA_xxxx__Q07-29	PRJNA997801	SAMN36690521	SRR25394970	ULE	Q07	Cheese_Dairy	Final_product	Final_product	54558001	60319	8
AlvarezOrdonezA_xxxx__Q07-30	PRJNA997801	SAMN36690522	SRR25394969	ULE	Q07	Cheese_Dairy	Final_product	Final_product	65707966	73204	8
AlvarezOrdonezA_xxxx__Q08-01	PRJNA997821	SAMN36691456	SRR25400140	ULE	Q08	Cheese_Dairy	Non_food_contact	Processing	52535783	80715	11
AlvarezOrdonezA_xxxx__Q08-05	PRJNA997821	SAMN36691457	SRR25400139	ULE	Q08	Cheese_Dairy	Non_food_contact	Ripening	54111201	126992	13
AlvarezOrdonezA_xxxx__Q08-06	PRJNA997821	SAMN36691217	SRR25400023	ULE	Q08	Cheese_Dairy	Food_contact	Ripening	61248160	39245	5
AlvarezOrdonezA_xxxx__Q08-09	PRJNA997821	SAMN36691458	SRR25400114	ULE	Q08	Cheese_Dairy	Non_food_contact	Packing	51370170	84075	29
AlvarezOrdonezA_xxxx__Q08-10	PRJNA997821	SAMN36691218	SRR25400022	ULE	Q08	Cheese_Dairy	Food_contact	Packing	67470920	62395	5
AlvarezOrdonezA_xxxx__Q08-12	PRJNA997821	SAMN36691219	SRR25400021	ULE	Q08	Cheese_Dairy	Food_contact	Processing	51622656	13136	8
AlvarezOrdonezA_xxxx__Q08-13	PRJNA997821	SAMN36691220	SRR25400020	ULE	Q08	Cheese_Dairy	Food_contact	Processing	67950559	64964	18
AlvarezOrdonezA_xxxx__Q08-20	PRJNA997801	SAMN36689985	SRR25395487	ULE	Q08	Cheese_Dairy	Raw_materials	Raw_material	51891371	75944	1
AlvarezOrdonezA_xxxx__Q08-21	PRJNA997801	SAMN36689986	SRR25395486	ULE	Q08	Cheese_Dairy	Raw_materials	Raw_material	60291087	24483	5
AlvarezOrdonezA_xxxx__Q08-22	PRJNA997801	SAMN36689987	SRR25395485	ULE	Q08	Cheese_Dairy	Raw_materials	Raw_material	63078210	33372	10
AlvarezOrdonezA_xxxx__Q08-23	PRJNA997801	SAMN36690206	SRR25395410	ULE	Q08	Cheese_Dairy	Before_ripening	Final_product	59076925	12500	6
AlvarezOrdonezA_xxxx__Q08-24	PRJNA997801	SAMN36690207	SRR25395409	ULE	Q08	Cheese_Dairy	Before_ripening	Final_product	51429177	10201	6
AlvarezOrdonezA_xxxx__Q08-25	PRJNA997801	SAMN36690208	SRR25395408	ULE	Q08	Cheese_Dairy	Before_ripening	Final_product	61635848	23176	8
AlvarezOrdonezA_xxxx__Q08-26	PRJNA997801	SAMN36690209	SRR25395407	ULE	Q08	Cheese_Dairy	Before_ripening	Final_product	63058086	13949	8
AlvarezOrdonezA_xxxx__Q08-27	PRJNA997801	SAMN36690523	SRR25394967	ULE	Q08	Cheese_Dairy	Final_product	Final_product	65133488	5070	4
AlvarezOrdonezA_xxxx__Q08-28	PRJNA997801	SAMN36690524	SRR25394966	ULE	Q08	Cheese_Dairy	Final_product	Final_product	59713868	6771	5
AlvarezOrdonezA_xxxx__Q08-29	PRJNA997801	SAMN36690525	SRR25394965	ULE	Q08	Cheese_Dairy	Final_product	Final_product	63913455	25364	7
AlvarezOrdonezA_xxxx__Q08-30	PRJNA997801	SAMN36690526	SRR25394964	ULE	Q08	Cheese_Dairy	Final_product	Final_product	55184031	24263	8
AlvarezOrdonezA_xxxx__R01-01	PRJNA997800	SAMN36689769	SRR25394041	ULE	R01	Meat	Non_food_contact	Processing	54390364	107280	13
AlvarezOrdonezA_xxxx__R01-02	PRJNA997800	SAMN36689700	SRR25394067	ULE	R01	Meat	Food_contact	Processing	60544471	62796	9
AlvarezOrdonezA_xxxx__R01-03	PRJNA997800	SAMN36689770	SRR25394040	ULE	R01	Meat	Non_food_contact	Cold	55766616	103552	21
AlvarezOrdonezA_xxxx__R01-04	PRJNA997800	SAMN36689701	SRR25394066	ULE	R01	Meat	Food_contact	Cold	53035597	55086	8
AlvarezOrdonezA_xxxx__R01-16	PRJNA997800	SAMN36689790	SRR25394018	ULE	R01	Meat	Raw_materials	Raw_material	50627934	164582	0
AlvarezOrdonezA_xxxx__R01-17	PRJNA997800	SAMN36689791	SRR25393989	ULE	R01	Meat	Raw_materials	Raw_material	59255658	195197	0
AlvarezOrdonezA_xxxx__R01-18	PRJNA997800	SAMN36689854	SRR25394002	ULE	R01	Meat	Final_product	Final_product	43100598	129014	2
AlvarezOrdonezA_xxxx__R01-19	PRJNA997800	SAMN36689855	SRR25394001	ULE	R01	Meat	Final_product	Final_product	47672941	144430	3
AlvarezOrdonezA_xxxx__R02-01	PRJNA997800	SAMN36689771	SRR25394039	ULE	R02	Meat	Non_food_contact	Processing	59557551	66962	16
AlvarezOrdonezA_xxxx__R02-02	PRJNA997800	SAMN36689702	SRR25394064	ULE	R02	Meat	Food_contact	Processing	65319329	40522	3
AlvarezOrdonezA_xxxx__R02-03	PRJNA997800	SAMN36689772	SRR25394037	ULE	R02	Meat	Non_food_contact	Cold	59817406	78616	17
AlvarezOrdonezA_xxxx__R02-04	PRJNA997800	SAMN36689703	SRR25394063	ULE	R02	Meat	Food_contact	Cold	57075167	84997	9
AlvarezOrdonezA_xxxx__R02-18	PRJNA997800	SAMN36689856	SRR25394000	ULE	R02	Meat	Final_product	Final_product	49502007	119826	1
AlvarezOrdonezA_xxxx__R02-19	PRJNA997800	SAMN36689857	SRR25393999	ULE	R02	Meat	Final_product	Final_product	46333746	90942	1
AlvarezOrdonezA_xxxx__R03-01	PRJNA997800	SAMN36689773	SRR25394036	ULE	R03	Meat	Non_food_contact	Processing	68264930	140474	0
AlvarezOrdonezA_xxxx__R03-02	PRJNA997800	SAMN36689704	SRR25394062	ULE	R03	Meat	Food_contact	Processing	68502072	76292	9
AlvarezOrdonezA_xxxx__R03-04	PRJNA997800	SAMN36689705	SRR25394061	ULE	R03	Meat	Food_contact	Cold	50388031	23841	5
AlvarezOrdonezA_xxxx__R03-09	PRJNA997800	SAMN36689774	SRR25394035	ULE	R03	Meat	Non_food_contact	Packing	59164635	77769	4
AlvarezOrdonezA_xxxx__R03-10	PRJNA997800	SAMN36689706	SRR25394060	ULE	R03	Meat	Food_contact	Packing	63379916	45663	13
AlvarezOrdonezA_xxxx__R03-16	PRJNA997800	SAMN36689792	SRR25393987	ULE	R03	Meat	Raw_materials	Raw_material	55927790	186310	0
